prop_id,crop,class_code,suitability_group,suitability_score,street,suburb,state,postcode,full_address,latitude,longitude
5,Enterprise.Versatility.Index...Pastures,0,NA,NA,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Eucalyptus.Globulus,244024,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Eucalyptus.Nitens,156298,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Hazelnuts,356174,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Industrial.Hemp,6353,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Linseed,12233,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Lucerne,18197,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Olives,136799,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Onions,309109,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Phalaris,7775,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Pinus.Radiata,9778,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Poppies,46518,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Potatoes,96610,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
5,Pyrethrum,59031,Unsuitable,0,172 Bridgenorth Road,Legana,TAS,7277,172 Bridgenorth Road Legana TAS 7277 Australia,-41.3769595,147.0107736
