PID,POT_PID,full_address,parcel_wkt,address_wkt
3309409,0,17 Walkers Road Rocky Cape TAS 7321 Australia,"MULTIPOLYGON (((371077.019000001 5469506.247000001, 371113.02500000026 5469501.671999999, 371038.18400000094 5468883.915000001, 370914.9479999993 5468888.099999999, 370911.5769999999 5468868.087000001, 370627.8910000003 5468915.536000001, 370738.421 5469622.671, 371025.3439999998 5469566.449000001, 371016.78500000003 5469514.045, 371077.019000001 5469506.247000001)))",POINT (370302.5454000002 5468911.1748)
7439526,0,418 Back Line Road Forest TAS 7330 Australia,"MULTIPOLYGON (((350508.36299999943 5475503.057999999, 350517.98299999966 5474757.058000001, 350371.21799999935 5474739.985999999, 350234.5459999994 5474793.3149999995, 350226.84300000063 5475535.014, 350296.92699999985 5475547.059999999, 350507.2379999991 5475553.034000001, 350508.36299999943 5475503.057999999)))",POINT (350013.3551000003 5475158.7073)
7192340,0,141 Sledge Track West Scottsdale TAS 7260 Australia,"MULTIPOLYGON (((540399.9730000006 5440634.228000001, 540370.3230000009 5440622.104, 540344.7930000006 5440645.491999999, 540447.2240000011 5440730.593, 540446.307000001 5440726.336000001, 540439.7270000005 5440698.446999999, 540399.9730000006 5440634.228000001)), ((540477.4489999991 5440739.274, 540670.4589999992 5440495.9690000005, 540654.6990000012 5440483.467000001, 540844.4230000007 5440244.3040000005, 540188.4530000009 5439706.212, 539859.0850000011 5439436.988, 539657.8449999988 5439683.911000001, 539459.9410000008 5439926.738, 540074.1009999992 5440423.092999999, 540226.4510000014 5440547.402999999, 540242.0510000008 5440560.131999999, 540241.7330000009 5440560.556, 540148.3929999998 5440696.772000001, 540244.4220000011 5440711.009999999, 540266.5899999999 5440705.679, 540289.4320000008 5440684.823999999, 540308.000000001 5440651.929, 540329.1830000002 5440632.522999999, 540366.1270000006 5440598.679, 540385.2679999992 5440606.468, 540382.7319999996 5440497.5479999995, 540419.8650000013 5440502.584999999, 540459.7310000006 5440509.887000001, 540476.217 5440584.964999999, 540469.8100000002 5440694.350999999, 540460.6020000011 5440699.639999999, 540471.6719999997 5440746.556, 540477.4489999991 5440739.274)))",POINT (540155.9506999999 5440084.198)
7888364,0,86 Rothwells Road Sisters Creek TAS 7325 Australia,"MULTIPOLYGON (((382133.1260000009 5463038.753, 382111.9779999992 5462854.085000001, 382129.9420000007 5462843.945, 382124.5599999986 5462832.794, 382123.28799999924 5462828.597000001, 382122.39599999983 5462825.735999999, 382119.1429999991 5462807.103, 382118.9509999993 5462804.432, 382119.00599999906 5462793.239, 382120.39700000035 5462783.187000001, 382120.64799999946 5462780.897, 382122.6009999993 5462760.734, 382122.66400000046 5462759.78, 382123.0429999995 5462757.489999999, 382124.5589999998 5462746.930000001, 382127.3460000007 5462737.006000001, 382128.2340000005 5462734.843000001, 382131.02099999925 5462725.1729999995, 382133.55000000075 5462710.415, 382134.1840000006 5462708.124999999, 382139.1229999993 5462689.929999999, 382139.18600000045 5462689.357, 382140.0740000003 5462687.194, 382146.47399999964 5462668.997999999, 382146.6010000007 5462668.235, 382147.6150000006 5462665.944, 382148.6169999995 5462663.183000001, 382151.6699999991 5462652.648, 382153.1230000005 5462643.043, 382153.18500000064 5462641.707, 382153.50100000075 5462639.608000001, 382156.0950000009 5462625.295, 382157.7419999996 5462620.459000001, 382158.9470000005 5462617.596000001, 382159.0099999994 5462617.151, 382160.6600000012 5462614.986999999, 382161.67399999883 5462613.231, 382163.13400000066 5462611.486999999, 382171.0669999997 5462603.658, 382172.268000001 5462597.996, 382172.13999999885 5462596.151999999, 382171.9619999998 5462595.923, 382169.15200000023 5462592.338, 382167.38500000077 5462590.800000001, 382163.43299999915 5462587.508, 382157.7140000004 5462583.442, 382156.06200000097 5462582.464000001, 382152.7199999996 5462580.557, 382149.77199999895 5462578.931000001, 382146.2769999993 5462577.293, 382141.14400000096 5462574.408999999, 382136.4670000013 5462571.194000001, 382132.10799999925 5462567.852, 382126.46499999904 5462563.226, 382121.97700000065 5462559.388, 382117.8210000005 5462556.046000001, 382113.6520000007 5462552.919, 382108.3389999991 5462549.5139999995, 382100.77899999975 5462545.193999999, 382085.405000001 5462538.592000001, 382078.7329999992 5462534.844999999, 382077.0809999999 5462533.192000001, 382061.82899999944 5462521.818000001, 382054.7759999989 5462517.69, 382048.1670000005 5462512.211, 382047.2770000008 5462511.460999999, 382043.56500000064 5462507.94, 382039.76399999985 5462503.159999999, 382037.9970000004 5462500.846000001, 382034.04099999927 5462493.611, 382032.08100000117 5462488.193000001, 382030.8670000002 5462481.007, 382030.54700000054 5462477.827, 382030.5209999988 5462476.402, 382029.1339999994 5462456.52, 382027.0140000004 5462425.136999999, 381644.7559999995 5462469.536, 381388.78199999925 5462499.794999999, 381393.64900000114 5462548.322000001, 381397.7300000014 5462552.745999999, 381400.8840000003 5462557.083, 381404.02600000054 5462561.799999999, 381406.25100000063 5462565.345999999, 381412.39500000025 5462575.89, 381415.81899999967 5462582.424999999, 381418.6179999993 5462588.223, 381421.3029999999 5462593.933, 381423.79699999944 5462599.948, 381425.87199999986 5462605.239000001, 381429.87000000104 5462616.519999999, 381431.6150000006 5462621.937000001, 381432.77799999923 5462630.154000001, 381438.689 5462666.430999999, 381439.69799999933 5462672.231, 381440.93600000005 5462679.711, 381442.2759999989 5462687.52, 381443.3870000008 5462694.7700000005, 381444.7779999999 5462703.190999999, 381446.1699999999 5462712.043, 381447.57400000095 5462720.7809999995, 381448.9790000008 5462729.162999999, 381453.440000001 5462747.365, 381467.4470000003 5462743.333999999, 381469.63799999957 5462750.1, 381472.71799999964 5462757.832000001, 381475.91199999885 5462764.431000001, 381478.86300000024 5462770.025999999, 381481.94199999934 5462775.036, 381485.46500000055 5462780.274, 381489.1139999996 5462785.283, 381494.225999999 5462791.805, 381502.7820000002 5462800.906, 381513.57300000044 5462810.5649999995, 381507.5610000002 5462818.750000001, 381515.63099999924 5462824.036, 381523.8789999995 5462829.041000001, 381533.2300000002 5462833.881, 381540.6140000004 5462836.980000001, 381548.6819999996 5462839.822, 381556.83899999945 5462842.283, 381563.42000000086 5462843.741000001, 381571.7539999987 5462845.338000001, 381580.36699999945 5462846.373, 381587.8609999991 5462846.977999999, 381595.6990000003 5462846.972, 381648.4099999991 5462843.661000001, 381648.93900000013 5462853.799999999, 381658.97300000116 5462852.900999999, 381669.90900000057 5462851.913000001, 381676.34800000134 5462851.449999999, 381684.5159999989 5462851.6850000005, 381694.0939999991 5462852.198999999, 381702.97399999946 5462853.5030000005, 381710.3689999996 5462855.074, 381716.4029999997 5462856.66, 381723.048000001 5462858.779, 381733.98799999995 5462862.904, 381743.4290000001 5462867.68, 381754.3829999999 5462874.235000001, 381763.10200000054 5462880.715000001, 381771.6689999994 5462888.074, 381777.81000000046 5462894.303000001, 381787.1160000004 5462905.503, 381792.343 5462912.926999999, 381800.9639999998 5462908.073, 381811.6490000001 5462927.451000001, 381846.9980000007 5463023.945000001, 381853.6900000004 5463021.79, 381871.2419999986 5463069.997, 381918.0820000013 5463064.502999999, 382133.1260000009 5463038.753)), ((381731.5419999998 5462886.337, 381723.91800000047 5462882.591000001, 381717.9330000008 5462880.077, 381709.941999999 5462877.500999999, 381701.35300000024 5462875.587000001, 381690.2510000005 5462873.967, 381672.2130000001 5462872.836999999, 381649.69300000067 5462873.961000001, 381649.84800000105 5462878.730999999, 381612.81100000045 5462881.417999999, 381593.9749999996 5462882.82, 381575.81000000046 5462881.689, 381563.6659999994 5462879.981999999, 381556.72899999993 5462878.6899999995, 381551.80000000016 5462877.637999999, 381543.4139999988 5462875.482, 381525.48600000027 5462869.123, 381522.27099999995 5462867.675000001, 381516.50199999975 5462865.110000001, 381508.3439999989 5462861.135000001, 381505.2429999999 5462859.381999999, 381502.0530000003 5462857.489, 381496.16899999994 5462853.690000001, 381486.5729999994 5462846.637999999, 381482.968999999 5462850.877000001, 381472.88900000055 5462842.337, 381461.0779999988 5462830.680000001, 381456.69200000074 5462825.976999999, 381452.29300000065 5462820.789999999, 381443.901 5462809.348, 381439.7540000001 5462803.195, 381437.5410000009 5462799.876, 381431.81699999934 5462789.45, 381426.9800000009 5462779.786, 381422.7169999999 5462768.404000001, 381417.8280000003 5462755.3040000005, 381445.0260000004 5462988.913, 381451.9080000001 5463049.367, 381454.7149999989 5463070.927, 381458.5179999996 5463100.167, 381461.1640000009 5463119.462000001, 381833.3449999997 5463074.95, 381789.5070000008 5462957.895, 381782.51900000125 5462939.277999999, 381780.738000001 5462935.119999999, 381775.8920000002 5462927.300999999, 381769.4190000008 5462917.918, 381762.947999999 5462910.519999999, 381757.95099999965 5462905.257000001, 381754.5450000006 5462902.029000001, 381747.1740000002 5462896.056, 381740.30999999866 5462891.227999999, 381731.5419999998 5462886.337)))",POINT (381796.6506000003 5462564.6469)
9815352,0,19 Central Castra Road Sprent TAS 7315 Australia,"MULTIPOLYGON (((427816.3320000003 5430268.171, 427771.11099999934 5430232.117, 427763.81700000085 5430233.823, 427759.1550000007 5430245.475, 427706.7680000011 5430286.458000001, 427816.3320000003 5430268.171)), ((427515.8329999991 5430279.373000001, 427569.1639999993 5430276.147000001, 427629.16800000006 5430286.302000001, 427686.3460000007 5430276.888000001, 427742.4879999993 5430232.967000001, 427749.0299999992 5430216.621, 427776.02600000065 5430210.300999999, 427821.92300000146 5430246.896, 427903.4079999989 5430233.817999999, 427951.1160000013 5430248.965000001, 428206.3930000005 5430213.22, 428207.3630000006 5430142.844999999, 428205.4129999993 5430067.282999999, 428078.6390000014 5430008.379, 427607.6789999998 5430086.431999999, 427491.26300000004 5430049.39, 427464.77700000047 5430235.262999999, 427499.3190000005 5430295.731000001, 427515.8329999991 5430279.373000001)), ((427598.61799999967 5430301.537999999, 427568.0780000003 5430296.369, 427524.61000000034 5430298.999000001, 427509.6579999995 5430313.874, 427520.1569999993 5430312.423, 427563.1560000009 5430306.482000001, 427598.61799999967 5430301.537999999)))",POINT (427868.6339999996 5430146.1657)
2015628,0,523 Yarlington Road Colebrook TAS 7027 Australia,"MULTIPOLYGON (((526059.814 5289685.731000001, 526027.7670000006 5289685.532999999, 526031.7099999997 5289706.806, 526033.743 5289717.779999999, 526042.8159999991 5289710.978, 526076.345999999 5289685.834, 526059.814 5289685.731000001)), ((525900.5200000003 5289671.823999999, 526020.2609999999 5289645.031999999, 526024.0339999992 5289665.39, 526086.4270000006 5289665.775999999, 526102.9589999996 5289665.877, 526111.9799999995 5289659.114, 526116.9709999994 5289484.184, 526090.1340000002 5289372.233999999, 526194.206 5289320.197000001, 526113.8060000006 5289252.353999999, 526063.8169999996 5289205.814000001, 525985.2749999999 5289182.966000001, 525903.3970000006 5289113.928, 525898.3579999991 5289078.372999999, 525873.8000000009 5289067.035, 525863.868999999 5289073.465, 525539.9560000014 5289283.182, 525552.9400000006 5289337.883999999, 525554.1959999995 5289343.629, 525574.5300000003 5289436.642000001, 525596.4920000007 5289537.384, 525618.4389999994 5289638.056999999, 525638.5790000006 5289730.435, 525900.5200000003 5289671.823999999)))",POINT (525847.2823000001 5289417.1358)
2250687,0,45 Eddington Road Bagdad TAS 7030 Australia,"MULTIPOLYGON (((520421.9599999996 5280632.105, 519675.35800000024 5280564.022999999, 519779.13499999885 5279960.735999999, 519165.92199999955 5279862.679, 518883.7750000012 5279817.698000001, 518772.0310000004 5279885.938999999, 518697.8390000005 5279860.677, 518691.1899999997 5279858.364, 518683.76199999976 5279856.153000001, 518683.54000000085 5279856.626999999, 518681.2099999996 5279863.017, 518675.8650000014 5279870.585000001, 518662.98699999985 5279888.821, 518661.7159999992 5279891.943999999, 518659.5039999989 5279897.378999999, 518657.172 5279903.107, 518644.731999999 5279925.900000001, 518645.5160000009 5279941.029, 518641.36999999976 5279948.168999999, 518629.7899999992 5279958.588, 518625.3710000013 5279965.727000001, 518622.8490000003 5279982.222, 518616.77800000075 5279989.630999999, 518614.00599999935 5279997.049999999, 518614.0039999995 5279997.89, 518613.9830000006 5280005.025999999, 518611.3300000011 5280018.342999999, 518643.6609999996 5280031.334, 518631.70700000075 5280070.859, 518653.5029999986 5280108.819, 518618.70299999905 5280113.633999999, 518640.8309999998 5280143.714, 518646.8379999994 5280159.406, 518649.47900000017 5280171.554, 518650.36799999874 5280175.643000001, 518655.18499999924 5280182.139000001, 518657.7869999986 5280189.226999999, 518659.85199999996 5280195.897000001, 518659.0390000001 5280205.06, 518658.2189999997 5280209.705, 518657.5779999995 5280211.726, 518667.8790000002 5280217.374, 518858.89299999946 5280322.109, 518903.0679999994 5280311.243, 518950.95299999986 5280360.661999999, 518976.34900000086 5280503.197000001, 518675.1109999985 5280476.984, 518650.10300000117 5280511.624999999, 518619.7520000008 5280531.756000001, 518600.8249999996 5280534.6959999995, 518560.6920000006 5280553.050999999, 518511.6569999992 5280555.372999999, 518449.1250000001 5280548.451000001, 518445.34100000083 5280548.032, 518450.4340000012 5280568.14, 518454.63200000126 5280578.193, 518458.9559999993 5280586.465, 518463.7870000005 5280593.59, 518479.80199999944 5280611.401000001, 518482.72699999914 5280616.999, 518486.67200000037 5280628.581, 518489.7240000012 5280634.052000001, 518492.9019999999 5280637.869, 518501.4169999998 5280645.119999999, 518505.9940000011 5280650.589999999, 518513.8770000009 5280662.805999999, 518522.77800000017 5280678.582999999, 518526.08499999973 5280685.454999999, 518532.6969999989 5280695.889, 518544.3919999995 5280709.883999999, 518547.95200000016 5280715.864, 518555.96400000085 5280733.807999999, 518559.78099999996 5280743.733, 518561.18200000015 5280750.223999999, 518561.4399999997 5280757.988, 518561.3289999991 5280784.973999999, 518559.6809999994 5280791.466000001, 518555.87399999914 5280799.36, 518553.72100000037 5280809.672000001, 518550.6840000013 5280832.585999999, 518550.6869999999 5280840.223, 518551.96700000064 5280854.606, 518551.96999999916 5280858.297000001, 518718.7679999998 5280862.653999999, 518741.1269999995 5280863.148999999, 518830.6899999996 5280865.514999999, 519223.63999999885 5280865.676000001, 519108.3740000002 5281048.403000001, 519092.252999999 5281074.251000001, 519148.9159999994 5281074.73, 520112.12000000104 5281132.43, 520431.5309999995 5281147.212, 520421.9599999996 5280632.105)))",POINT (519375.3206000002 5280578.6794)
3158196,0,423 Slab Road Cygnet TAS 7112 Australia,"MULTIPOLYGON (((506047.5170000008 5225796.611, 506018.0399999996 5225791.936, 505988.79700000037 5225793.708000001, 505956.5409999995 5225819.229, 505950.39899999974 5225833.471999999, 506038.45700000157 5225817.564000001, 506047.5170000008 5225796.611)), ((505476.5749999997 5225900.671000001, 505684.82200000074 5225859.992, 505688.99399999913 5225880.696000001, 505944.45799999987 5225834.545000001, 505952.4249999997 5225816.072000001, 505986.91500000074 5225788.783, 506018.28499999933 5225786.882000001, 506049.5499999989 5225791.9120000005, 506056.57199999935 5225775.671999999, 506066.2800000014 5225723.526000001, 506098.2899999992 5225621.248999999, 506154.55499999935 5225546.799, 506181.6150000007 5225524.818, 506203.6230000007 5225510.5940000005, 506247.10600000026 5225494.548000001, 506297.04300000006 5225491.576000001, 506333.09000000055 5225480.0879999995, 506381.34100000013 5225455.014, 506392.9749999994 5225446.428, 505877.5050000008 5225536.742999999, 505641.05899999954 5225578.010999999, 505433.6290000003 5225613.540999999, 505476.5749999997 5225900.671000001)))",POINT (505795.25989999995 5225691.4742)
1768409,0,21 Waterson Lane Carlton TAS 7173 Australia,"MULTIPOLYGON (((554570.9949999991 5254839.980000001, 554584.4050000001 5254836.985999999, 554652.5550000009 5254822.808000001, 554662.3809999994 5254820.764, 554661.1129999995 5254816.532, 554660.6610000005 5254804.863000001, 554633.2829999994 5254723.594999999, 554632.9339999994 5254722.5600000005, 554610.6519999993 5254636.510999999, 554596.7070000002 5254582.6620000005, 554593.639000001 5254570.813999999, 554564.4419999992 5254445.528, 554248.4299999995 5254331.659, 554250.6830000011 5254342.075999999, 554361.57 5254883.337000001, 554570.9949999991 5254839.980000001)))",POINT (554449.1518999999 5254622.7816)
6490565,0,78 Cethana Road Cethana TAS 7306 Australia,"MULTIPOLYGON (((431297.5030000006 5408306.911000001, 431300.86100000027 5408015.902000001, 431274.82899999956 5407989.948999999, 431212.8419999999 5408017.093, 431161.2229999994 5408009.43, 431043.33400000026 5408051.539, 430864.3150000011 5408013.1, 430850.5679999989 5408006.896999999, 430903.838 5408081.537999999, 430870.01200000005 5408103.481999999, 431103.96100000094 5408432.297, 431297.5030000006 5408306.911000001)))",POINT (431117.9610000001 5408182.9718)
9318694,0,101 Pateena Road Travellers Rest TAS 7250 Australia,"MULTIPOLYGON (((508543.65099999984 5404777.933999999, 508455.72900000145 5404696.953999999, 508414.35300000105 5404657.556, 508295.12499999965 5404544.214000001, 508223.11500000104 5404475.782000001, 508061.8630000008 5404538.989000001, 507967.0359999996 5404427.027000001, 507964.2649999992 5404424.642, 508364.3870000009 5404911.483000001, 508477.28899999976 5404827.644, 508543.65099999984 5404777.933999999)))",POINT (508220.4561999999 5404758.9214)
7030966,0,75 Coppermine Road Frankford TAS 7275 Australia,"MULTIPOLYGON (((479799.7900000006 5427831.007, 479812.054999999 5427672.290000001, 479272.14099999913 5427769.098000001, 478966.0729999989 5427821.9569999995, 479031.7690000002 5428198.433999999, 479041.6729999995 5428196.705999999, 479063.77300000086 5428323.39, 479280.8890000001 5428141.191999999, 479799.7900000006 5427831.007)))",POINT (479332.6941999998 5427932.5084)
9048530,9572209,76 Goodwins Road Mangalore TAS 7030 Australia,"MULTIPOLYGON (((519904.09400000016 5278509.993999999, 519895.45600000094 5278518.143, 519893.7920000006 5278519.713000001, 519909.15000000095 5278597.141000001, 520131.23800000106 5278654.336, 520259.15100000007 5278694.174999999, 520295.36899999913 5278844.169000001, 520268.9800000016 5278927.919000001, 520223.7999999997 5278970.776, 520199.67499999923 5278945.682, 520138.25399999996 5279004.731999999, 520221.77900000033 5279101.068, 520309.9460000007 5279167.77, 520389.7879999989 5279054.264999999, 520435.94799999986 5278988.643000001, 520488.88400000054 5278913.388000001, 520490.3760000012 5278891.059999999, 520440.6900000004 5278795.525000001, 520424.225 5278781.903999999, 520419.9800000015 5278767.352000001, 520307.6950000011 5278696.730999999, 520134.51800000004 5278642.793, 519919.4480000009 5278587.406, 519904.09400000016 5278509.993999999)))",POINT (520355.34810000006 5278938.0758)
7191380,0,678 Pegarah Road Pegarah TAS 7256 Australia,"MULTIPOLYGON (((250243.77700000032 5575080.843, 250224.76400000154 5574895.319999999, 249717.5069999992 5574948.466, 249744.79200000016 5574949.103000001, 249781.29400000046 5574952.202999999, 249795.42899999963 5574954.587000001, 249799.39499999973 5574955.303000001, 249817.1950000007 5574959.403000001, 249845.29899999875 5574968.5030000005, 249856.29800000152 5574972.103999999, 249910.0010000003 5574989.404, 249945.22100000008 5575000.454000001, 249973.4750000001 5575009.534, 250045.26299999986 5575032.49, 250127.62999999995 5575057.383999999, 250192.31599999877 5575077.705, 250229.31799999974 5575087.405, 250244.80200000014 5575090.845999999, 250243.77700000032 5575080.843)))",POINT (250099.70409999974 5574505.4203)
1879096,0,611 Montumana Road Montumana TAS 7321 Australia,"MULTIPOLYGON (((373114.753999999 5467672.0309999995, 373072.6139999991 5467380.597999999, 373502.0410000003 5467319.588999999, 373513.4249999992 5467317.971999999, 373492.1320000005 5467184.404000001, 373441.4020000008 5467192.2930000005, 373415.3060000002 5467196.352000001, 372987.602000001 5467262.868999999, 372987.5510000008 5467262.543, 372909.3699999999 5466762.750999999, 372796.8749999993 5466777.754999999, 372709.7469999995 5466789.375, 372758.71800000104 5467104.112, 372762.12299999915 5467125.995, 372811.14300000115 5467440.966, 372599.6829999996 5467473.876, 372600.9729999993 5467482.164000001, 372641.9639999991 5467745.548, 373058.04799999984 5467680.848000001, 373086.311 5467676.453000001, 373114.753999999 5467672.0309999995)))",POINT (372835.6695999997 5465704.2821)
3469314,0,210 Briggs Road Honeywood TAS 7017 Australia,"MULTIPOLYGON (((523638.2650000006 5268889.814, 523651.2709999997 5268794.299999999, 523657.57700000005 5268747.188999999, 523659.9319999999 5268695.437999999, 523657.79899999895 5268635.290999999, 523639.12900000066 5268573.185, 523301.7960000008 5268502.575000001, 523039.0839999991 5268431.472000001, 522951.07400000107 5268407.807000001, 522945.14199999906 5268406.212000001, 522887.20199999877 5268394.8209999995, 522717.15000000084 5268362.006000001, 522501.27999999933 5268319.719999999, 522463.8850000008 5268603.548000001, 522446.9210000007 5268731.400000001, 522450.79899999895 5268786.484, 522458.40500000014 5268790.957000001, 522594.1870000005 5268849.918, 522620.84100000013 5268854.243000001, 522695.6569999987 5268875.4059999995, 522725.03700000024 5268882.661000001, 523041.4900000013 5268869.859000001, 523047.6600000004 5268869.034, 523174.1079999992 5268852.124999999, 523343.5090000001 5268895.252000001, 523588.40099999856 5268884.7979999995, 523638.2650000006 5268889.814)))",POINT (523010.1646999996 5268651.5785)
7029199,0,270 Bishopsbourne Road Carrick TAS 7291 Australia,"MULTIPOLYGON (((500857.22800000024 5399318.416, 500534.4759999992 5399236.758, 500312.76999999897 5399180.458999999, 500121.21199999924 5399131.352000001, 500054.39400000055 5399391.720000001, 500772.7319999988 5399576.190999999, 500816.7419999995 5399442.711999999, 500857.22800000024 5399318.416)))",POINT (500452.01580000017 5399354.1607)
7564183,0,1470 Birralee Road Birralee TAS 7303 Australia,"MULTIPOLYGON (((485454.57000000065 5415792.706, 485809.99899999925 5415733.143000001, 485807.5199999992 5415712.485000001, 485795.5760000015 5415654.417000001, 485785.493 5415614.903, 485775.7320000002 5415578.248, 485770.8219999996 5415562.748000001, 485770.31099999894 5415560.333999999, 485770.18300000124 5415558.618, 485770.60999999964 5415542.732, 485770.9239999999 5415540.062999999, 485771.6839999999 5415537.647999999, 485776.18300000054 5415526.9059999995, 485777.45100000023 5415524.298000001, 485779.2900000011 5415521.818, 485789.8890000015 5415510.879, 485790.9050000012 5415510.116000001, 485793.6359999991 5415508.779000001, 485804.99800000037 5415500.1899999995, 485812.80499999924 5415493.257, 485816.54900000046 5415489.123, 485817.81799999916 5415487.343, 485820.8609999998 5415481.939000001, 485821.6220000007 5415480.095, 485824.4700000008 5415470.308, 485825.7969999999 5415463.888, 485825.7899999996 5415458.106000001, 485824.44500000007 5415448.957, 485818.14600000007 5415428.943, 485815.07699999993 5415422.340999999, 485806.6110000005 5415407.734000001, 485794.5859999991 5415392.431000001, 485792.8040000001 5415389.572999999, 485791.4029999998 5415386.779, 485104.5659999986 5415517.838000001, 485124.8460000006 5415631.350999999, 485308.4269999993 5415735.702, 485342.338999999 5415811.788, 485454.57000000065 5415792.706)))",POINT (485464.96999999974 5415596.9034)
3559897,0,12 South Street Lulworth TAS 7252 Australia,"MULTIPOLYGON (((505802.4890000011 5461025.212, 505860.35399999935 5461004.024999999, 506084.4369999992 5460964.416000001, 506259.88699999976 5460946.55, 506279.4000000014 5460943.18, 506298.91299999866 5460939.809999999, 506318.42600000044 5460936.44, 506337.9389999999 5460933.069999999, 506357.45199999935 5460929.700000001, 506376.9659999998 5460926.330000001, 506394.67599999916 5460923.271, 506396.47899999924 5460922.96, 506415.9919999987 5460919.589999999, 506435.50500000035 5460916.221, 506455.07200000086 5460912.842000001, 506451.705000001 5460893.136000001, 506257.1280000004 5460926.389, 506131.3809999998 5460939.193, 506094.93700000015 5460945.499000001, 505430.2560000011 5459967.915, 505002.5310000008 5460046.699999999, 505028.33299999894 5460183.496, 505099.3980000004 5460567.943, 505220.9569999997 5460541.151, 505317.377000001 5460579.162, 505386.20099999954 5460649.1680000005, 505424.3850000005 5460790.584000001, 505609.4599999996 5460880.276, 505706.1890000005 5460916.82, 505727.9280000011 5461052.509999999, 505802.00299999886 5461025.39, 505802.4890000011 5461025.212)))",POINT (505511.1582000004 5460491.5859)
9659424,0,3340 Lake Leake Road Lake Leake TAS 7210 Australia,"MULTIPOLYGON (((568585.224 5346351.566999999, 568583.5039999989 5346342.673, 568534.9650000008 5346074.281000001, 568506.6459999998 5345917.909, 568504.6800000002 5345918.279000001, 567988.824 5346015.380000001, 567728.4749999994 5346064.398000001, 567978.422 5346198.268, 568130.75 5346284.382, 568247.5499999993 5346341.639999999, 568340.3330000003 5346355.77, 568495.1320000013 5346352.418, 568583.1540000002 5346351.587000001, 568585.224 5346351.566999999)))",POINT (568500.8030000003 5346349.4569)
