PID,POT_PID,full_address,parcel_wkt,address_wkt
6828343,0,47 Haas Road Legerwood TAS 7263 Australia,"MULTIPOLYGON (((557965.2800000007 5437205.7, 557961.1660000007 5437206.464, 557956.1559999994 5437213.403000001, 557951.1689999991 5437220.042, 557948.1770000008 5437224.659, 557944.6359999992 5437228.607, 557941.0230000009 5437232.360000001, 557936.537 5437235.366999999, 557932.2470000007 5437235.75, 557932.2989999996 5437228.818000001, 557934.29 5437220.7530000005, 557934.7110000012 5437214.801, 557936.7900000011 5437208.537999999, 557940.0519999998 5437201.494000001, 557941.7859999995 5437197.4629999995, 557940.8009999999 5437191.703, 557935.24 5437191.065999999, 557928.2559999999 5437192.932, 557919.7319999998 5437196.205000001, 557913.5290000008 5437200.932, 557905.3740000008 5437205.185, 557892.5689999993 5437206.298000001, 557889.2199999997 5437206.249000001, 557881.293999999 5437203.258000001, 557869.6729999995 5437198.2979999995, 557862.0939999988 5437191.816, 557860.9369999995 5437187.19, 557861.0299999997 5437177.678999999, 557859.0099999991 5437169.072, 557860.3570000005 5437157.036, 557858.2389999991 5437147.099000001, 557860.4089999995 5437136.748, 557862.0939999988 5437130.137000001, 557859.5550000006 5437120.335, 557857.1569999998 5437109.246, 557852.7760000001 5437098.388000001, 557853.3250000011 5437089.2639999995, 557854.0410000012 5437083.275, 557854.0380000005 5437080.416, 557853.5920000008 5437078.891, 557847.6090000009 5437067.709, 557846.9720000002 5437065.5479999995, 557846.7789999994 5437062.623999999, 557846.963 5437054.87, 557849.8140000008 5437044.698, 557850.3829999998 5437040.5030000005, 557850.4430000002 5437036.815999999, 557850.0559999999 5437029.126, 557849.5440000005 5437025.311999999, 557848.9069999998 5437023.723999999, 557844.8349999997 5437016.734999999, 557844.0070000002 5437015.909, 557842.9270000006 5437015.402000001, 557833.1399999991 5437014.582, 557826.7859999994 5437014.65, 557805.373 5437017.653999999, 557795.3329999996 5437018.361, 557790.6309999992 5437018.173000001, 557777.5390000002 5437016.467000001, 557773.5349999997 5437015.325999999, 557763.4260000009 5437010.184000001, 557759.6749999993 5437007.899000001, 557744.6679999987 5436995.452, 557741.1700000004 5436992.9120000005, 557738.8179999992 5436991.960000001, 557726.9319999998 5436988.663999999, 557724.7080000007 5436988.219999999, 557717.7810000002 5436987.718, 557715.0480000002 5436988.038000001, 557701.0729999997 5436994.150000001, 557698.6590000007 5436994.977, 557695.2280000008 5436995.361, 557683.854000001 5436995.749999999, 557682.5820000016 5436995.434000001, 557681.7559999997 5436994.735, 557678.3210000003 5436990.861, 557675.3309999997 5436987.048999999, 557662.3490000002 5436964.24, 557654.5260000007 5436955.664000001, 557651.9179999998 5436953.633, 557634.562000001 5436943.538999999, 557630.6829999995 5436941.063, 557623.7519999994 5436934.966000001, 557602.2569999998 5436915.214000001, 557599.4580000001 5436912.927999999, 557597.1069999998 5436911.785999999, 557585.6650000004 5436907.536, 557583.1860000005 5436907.03, 557538.1940000008 5436905.791000001, 557536.2239999995 5436905.983999999, 557534.1909999992 5436906.619999999, 557530.5070000004 5436908.402000001, 557527.7120000003 5436910.057000001, 557525.8069999998 5436911.839, 557514.9510000009 5436923.605999999, 557513.6180000001 5436925.640999999, 557507.6539999994 5436936.704, 557506.1310000009 5436939.947, 557504.7999999999 5436944.143, 557499.2180000012 5436956.351000001, 557497.8250000001 5436960.483000001, 557489.8260000014 5436971.677, 557488.6839999994 5436973.648, 557488.1139999995 5436975.745999999, 557486.8439999998 5436977.7809999995, 557480.4330000005 5436985.984999999, 557478.592 5436988.3379999995, 557466.9079999994 5436998.643, 557464.8120000002 5437000.234, 557461.2550000002 5437001.889, 557454.7119999994 5437004.372, 557451.9160000004 5437004.756, 557440.8580000006 5437003.684000001, 557438.5059999994 5437002.859, 557435.5809999997 5437000.828, 557411.0980000014 5436980.124000001, 557405.5659999995 5436975.678999999, 557390.4979999997 5436966.282999999, 557382.1059999991 5436962.029999999, 557369.2020000003 5436956.954999999, 557366.0870000005 5436956.3209999995, 557361.1930000003 5436955.308, 557354.5219999995 5436956.012, 557346.3909999992 5436958.646, 557425.9319999991 5437018.989, 557455.3980000004 5437050.876, 557496.5880000003 5437081.176000001, 557499.9770000001 5437109.752, 557490.7759999991 5437110.471000001, 557489.4060000011 5437111.7870000005, 557489.7040000008 5437112.11, 557560.9319999996 5437189.278000001, 557574.1340000003 5437205.491, 557586.7850000003 5437222.472, 557597.874999999 5437238.645999999, 557607.319 5437255.024000001, 557626.004 5437294.842999999, 557635.9549999997 5437311.903000001, 557648.7249999994 5437326.469999999, 557662.8169999997 5437340.309999999, 557678.8820000001 5437351.858000001, 557698.0910000005 5437361.124999999, 557718.3490000004 5437369.939, 557736.500000001 5437376.195000001, 557755.9420000002 5437380.180000001, 557765.8219999997 5437381.254999999, 557774.0860000005 5437382.153999999, 557793.8439999997 5437381.536999999, 557813.0980000009 5437378.859, 557832.5279999991 5437373.321000001, 557851.7329999999 5437366.004, 557871.2580000003 5437355.462000001, 557888.2400000008 5437343.688000001, 557887.1319999996 5437342.082000001, 557884.4640000006 5437338.216, 557900.3679999991 5437318.384, 557965.2800000007 5437205.7)))",POINT (557694.8716000002 5437151.1709)
6255610,0,151 Stanley Highway Stanley TAS 7331 Australia,"MULTIPOLYGON (((353695.94800000056 5482436.654999999, 353642.4119999986 5482329.908000001, 353382.3049999991 5481811.272, 353331.63699999964 5481612.717, 353320.2980000016 5481584.942, 353165.4489999992 5481649.391, 353182.4149999991 5481706.390000001, 353195.8069999999 5481848.499999999, 353195.89499999955 5481873.679, 353193.0659999986 5481901.974000001, 353190.4740000004 5481913.038999999, 353175.6549999999 5481948.846, 353174.3980000001 5481962.198999999, 353176.31299999956 5481972.370000001, 353179.4989999996 5481985.084, 353227.4579999988 5482077.815000001, 353247.2070000001 5482148.248000001, 353257.0710000013 5482172.7190000005, 353265.4020000006 5482187.464, 353279.387 5482206.528000001, 353288.28399999975 5482216.122000001, 353295.83400000015 5482225.219, 353313.0710000015 5482245.987, 353320.70100000023 5482258.060999999, 353328.2699999998 5482274.205000001, 353332.09300000046 5482287.109, 353336.6220000002 5482309.676, 353340.4740000012 5482353.606999999, 353345.5849999996 5482386.665, 353352.53500000096 5482417.432000001, 353360.8770000002 5482444.000999999, 353373.54099999985 5482475.272000001, 353391.2179999994 5482504.187000001, 353408.63399999856 5482527.317000001, 353453.7570000009 5482580.753, 353479.02699999965 5482617.004000001, 353695.94800000056 5482436.654999999)))",POINT (353399.2428000001 5482127.8197)
6488529,0,510 Lower Beulah Road Lower Beulah TAS 7306 Australia,"MULTIPOLYGON (((451055.8580000012 5412480.891000001, 451045.23799999955 5412408.060999999, 450965.1999999997 5412419.3100000005, 451055.8580000012 5412480.891000001)), ((450953.89599999913 5412435.951999999, 450935.5640000008 5412423.500000001, 450539.252 5412479.2870000005, 450563.3570000003 5412663.729, 450614.1490000001 5413037.135999999, 451129.6399999998 5412965.643999999, 451059.9870000008 5412508.018, 450953.89599999913 5412435.951999999)))",POINT (450830.4517999999 5412725.8219)
9073410,0,1289 Bridgenorth Road Rosevale TAS 7292 Australia,"MULTIPOLYGON (((494146.6819999999 5416196.903000001, 494019.9629999995 5416143.162, 493634.02499999956 5415978.533999999, 493592.5040000001 5416184.903999999, 493972.14300000004 5416346.601, 494146.6819999999 5416196.903000001)))",POINT (493836.59020000044 5416179.2144)
2224067,0,1 Barnard Drive Bicheno TAS 7215 Australia,"MULTIPOLYGON (((603814.8580000012 5366445.943, 603640.5040000008 5366430.843000001, 603490.2959999997 5366417.833000001, 603340.1580000002 5366404.829999999, 603272.911000001 5366399.005000001, 603313.9889999994 5366696.423, 603387.7930000002 5366759.588000001, 603608.4720000009 5366948.455000001, 603630.3470000004 5366934.798999999, 603736.5780000007 5366822.244, 603741.1739999988 5366813.365999999, 603815.0450000004 5366447.139, 603814.8580000012 5366445.943)))",POINT (603548.8154999996 5366628.4625)
5010304,0,1561 Dennistoun Road Bothwell TAS 7030 Australia,"MULTIPOLYGON (((505797.044 5315984.729, 505511.53500000027 5314396.047, 505334.4429999993 5314430.628, 505329.5060000003 5314431.592, 505324.5680000003 5314432.555999999, 505019.32599999977 5314492.159000001, 503013.36199999927 5314802.422, 503297.8580000001 5316418.019999999, 504919.11099999934 5316136.94, 505797.044 5315984.729)))",POINT (504358.9165000003 5318602.4543)
9996899,0,2319 Murchison Highway Henrietta TAS 7325 Australia,"MULTIPOLYGON (((388434.49799999944 5439994.563999999, 388170.1679999992 5439987.786999999, 387960.81299999927 5439791.912, 387961.92399999895 5439711.473, 387808.4939999994 5439708.365999999, 387716.5539999997 5439634.133000001, 387714.6399999991 5439788.840000001, 387147.8419999994 5439781.684, 387161.32799999916 5439808.548, 387241.8820000002 5439840.3889999995, 387398.306 5439941.652000001, 387494.1009999992 5440041.199, 387537.5820000012 5440131.544, 387539.93799999973 5440139.346999999, 388178.20700000034 5440144.553999999, 388432.6199999994 5440146.630000001, 388434.49799999944 5439994.563999999)))",POINT (388900.69460000005 5440592.4057)
7884910,0,16463 Bass Highway Wynyard TAS 7325 Australia,"MULTIPOLYGON (((390525.4799999998 5461382.520999999, 390534.963 5461360.197000001, 390568.2730000009 5461374.374, 390657.5099999997 5461412.159, 390671.93600000045 5461352.1559999995, 390701.67199999996 5461272.428, 390735.45799999963 5461177.527000001, 390787.47100000083 5461054.612, 390889.08800000034 5460859.678, 390924.01499999873 5460793.092000001, 390929.33299999865 5460784.806999999, 390930.4640000006 5460783.446000001, 390922.260999999 5460770.506, 390916.62299999944 5460752.652999999, 390910.3219999997 5460749.086, 390904.2090000001 5460751.640999999, 390896.2800000007 5460759.800000001, 390886.8619999992 5460774.466999999, 390876.7440000003 5460784.755000001, 390871.5329999991 5460795.994, 390857.38800000097 5460799.505999999, 390838.24399999937 5460799.648, 390822.58999999904 5460787.691999999, 390822.11999999965 5460787.048999999, 390810.82900000096 5460771.624, 390799.8689999996 5460758.755999999, 390786.4060000008 5460743.498, 390780.50599999994 5460732.859000001, 390764.6190000008 5460718.78, 390749.1079999999 5460713.650000001, 390744.1780000013 5460716.137, 390733.8530000009 5460728.388, 390727.0289999995 5460737.401000001, 390722.9780000006 5460749.495, 390721.64699999965 5460752.869000001, 390720.50800000073 5460756.484000001, 390720.0020000007 5460759.055999999, 390719.22200000065 5460766.081, 390717.66799999983 5460773.679999999, 390716.59199999983 5460777.054, 390714.63300000055 5460787.046, 390713.88400000054 5460797.863, 390713.50699999917 5460801.745, 390712.19299999974 5460808.529000001, 390711.6880000007 5460811.469999999, 390711.4769999996 5460815.987, 390710.545 5460823, 390709.8499999987 5460826.119, 390708.34100000095 5460840.245999999, 390708.0789999997 5460844.8149999995, 390708.3529999997 5460850.299, 390708.3560000005 5460853.353, 390707.9419999997 5460858.355, 390706.4670000005 5460868.3719999995, 390704.88599999924 5460874.419, 390703.74599999934 5460878.173999999, 390703.2399999993 5460880.478, 390702.1630000005 5460883.012, 390698.1020000004 5460887.342, 390696.0969999993 5460888.695, 390694.1659999994 5460889.384000001, 390690.2410000005 5460890.712, 390687.6879999994 5460890.919, 390682.73100000026 5460889.7930000005, 390678.2180000011 5460887.711, 390674.6459999995 5460885.641999999, 390670.52600000007 5460883.114000001, 390666.5590000012 5460880.447000001, 390662.4139999988 5460877.869000001, 390659.59099999943 5460875.683, 390657.5429999996 5460873.726000001, 390649.80700000096 5460864.420999999, 390645.64999999985 5460861.525, 390639.8499999995 5460856.289, 390632.9070000007 5460850.927, 390628.3290000006 5460847.421000001, 390625.6079999994 5460845.629999999, 390623.10400000087 5460844.6280000005, 390621.6929999995 5460843.6620000005, 390620.10199999926 5460841.756000001, 390617.16000000027 5460835.574999999, 390614.75299999927 5460829.736999999, 390611.00599999947 5460820.948000001, 390607.68099999963 5460812.401, 390605.8200000011 5460807.529, 390604.4320000006 5460804.682000001, 390598.9489999992 5460798.287, 390596.98900000117 5460795.528, 390593.4890000009 5460789.740999999, 390590.56100000034 5460785.495, 390585.08800000005 5460776.390999999, 390583.179 5460773.963000001, 390581.6780000014 5460772.323000001, 390579.03299999883 5460769.882999999, 390578.1670000012 5460768.165999999, 390577.3710000005 5460761.473000001, 390575.7140000006 5460757.237999999, 390575.64800000086 5460755.023999999, 390576.2310000006 5460753.496, 390578.579 5460751.647999999, 390580.28199999954 5460751.506000001, 390585.287999999 5460752.4290000005, 390591.92099999933 5460752.776000001, 390595.5430000001 5460753.598, 390601.1350000001 5460754.738000001, 390615.62000000017 5460754.846, 390619.87600000086 5460754.968, 390622.0360000001 5460755.129999999, 390626.7639999999 5460755.913999999, 390629.4699999994 5460755.847, 390632.6970000006 5460755.549999999, 390637.34500000003 5460753.610000001, 390639.75899999915 5460753.289000001, 390643.1870000004 5460751.629999999, 390645.34399999876 5460748.573, 390645.59699999983 5460747.809999999, 390646.1280000006 5460745.353000001, 390645.97199999925 5460741.828, 390645.53699999955 5460739.016000001, 390644.8849999993 5460736.102999999, 390643.4599999994 5460732.783000001, 390641.5990000009 5460728.981000001, 390638.5179999998 5460723.893999999, 390637.1420000003 5460721.135000001, 390636.6690000001 5460718.296999999, 390636.63999999984 5460715.053000001, 390637.0439999995 5460712.189, 390638.2710000003 5460707.452999999, 390639.70300000056 5460703.596, 390641.630000001 5460700.424999999, 390643.58299999865 5460697.292000001, 390644.91300000076 5460693.319000001, 390645.9119999989 5460689.526, 390645.8960000006 5460686.255999999, 390645.32000000123 5460682.388, 390644.31099999975 5460677.883999999, 390643.22799999936 5460674.267000001, 390643.0350000008 5460673.623, 390641.56899999967 5460669.425, 390640.42399999907 5460667.886999999, 390639.2790000008 5460666.628, 390636.35499999986 5460665.372, 390633.17799999996 5460664.6, 390624.68899999955 5460663.235999999, 390623.01500000025 5460662.523, 390622.184 5460662.17, 390620.6200000003 5460660.887000001, 390619.2580000015 5460658.941, 390618.7470000009 5460656.3719999995, 390618.66399999964 5460650.454000001, 390619.3700000008 5460645.008000001, 390619.5539999992 5460639.546000001, 390618.97900000087 5460636.048, 390618.0079999998 5460631.391999999, 390616.48999999964 5460626.188999999, 390615.08899999945 5460623.008999999, 390613.58600000106 5460620.895, 390611.6410000003 5460622, 390319.8000000007 5460788.030000001, 390214.21600000013 5461036.436999999, 390258.68400000146 5461198.2930000005, 390264.43900000094 5461219.239000001, 390265.06600000046 5461225.337000001, 390267.1320000007 5461245.372000001, 390268.2379999998 5461245.846, 390269.25199999963 5461265.044999999, 390282.7429999999 5461291.630000001, 390309.03800000076 5461314.228999999, 390472.21600000036 5461418.655, 390495.6690000004 5461363.4459999995, 390525.4799999998 5461382.520999999)))",POINT (390531.3250000002 5461031.1095)
2188318,0,128 Long Plains Road Exeter TAS 7275 Australia,"MULTIPOLYGON (((494526.25399999914 5424359.733000001, 494269.0240000001 5424180.212000001, 494238.18199999933 5424224.921999999, 494285.51800000085 5424273.4350000005, 494446.41600000055 5424364.504, 494526.25399999914 5424359.733000001)), ((494041.5159999997 5425003.889, 494191.98400000005 5424785.093999999, 494241.0609999994 5424818.909000001, 494250.3700000001 5424825.324, 494556.80399999965 5424379.491999999, 494443.86299999943 5424386.177, 494273.118 5424289.535, 494212.28200000024 5424227.188000001, 494017.7909999994 5424511.192, 493562.98900000064 5424588.018, 493691.301000001 5424676.848000001, 493864.7929999988 5424796.958000001, 493865.78599999985 5424797.6450000005, 493825.838999999 5424855.346000001, 493971.70700000157 5424955.805, 494041.5159999997 5425003.889)))",POINT (494114.2242999999 5424598.3001)
7407188,0,120 Russells Plains Road Rocherlea TAS 7248 Australia,"MULTIPOLYGON (((512660.0420000007 5419474.4290000005, 512415.5049999993 5419351.6680000005, 512509.8249999995 5419163.737, 512439.66099999973 5419010.9120000005, 512046.2899999992 5418812.865999999, 512015.0370000006 5418856.028999999, 511977.0049999992 5418910.143, 511912.70400000096 5418997.843, 511854.0959999999 5419080.562999999, 511925.57100000035 5419115.807000001, 511966.595 5419136.537999999, 512017.9369999997 5419162.521, 512074.4159999994 5419191.061999999, 512142.24400000065 5419225.169, 512651.7699999985 5419481.43, 512660.0420000007 5419474.4290000005)))",POINT (512209.99060000014 5419087.6162)
6000853,0,111 Nubeena Road Taranna TAS 7180 Australia,"MULTIPOLYGON (((569514.5340000001 5232162.573999999, 569512.7230000008 5232154.854000001, 569501.4910000014 5232103.330999999, 569306.6449999991 5232137.511, 569273.1250000003 5232143.391000001, 569243.1570000008 5232148.647999999, 568957.8429999993 5232198.728999999, 568834.976 5232217.309, 568783.901 5232226.8270000005, 568800.6020000001 5232249.749, 568927.5240000001 5232413.880999999, 568953.9539999989 5232447.115000001, 568969.8700000005 5232464.001000001, 569056.6290000003 5232524.623000001, 569192.7960000011 5232533.157, 569298.4079999988 5232480.640000001, 569346.2159999995 5232435.395, 569391.6439999999 5232382.569000001, 569474.4290000004 5232249.537, 569480.4000000015 5232216.443000001, 569514.5340000001 5232162.573999999)))",POINT (569170.6123000002 5232311.8964)
5817714,0,1980 Lyell Highway Hayes TAS 7140 Australia,"MULTIPOLYGON (((502051.26400000113 5265085.864000001, 502026.1279999993 5265044.549, 501905.74 5265121.152, 501823.97799999954 5265172.508, 501701.6629999998 5265238.429, 501658.9620000002 5265261.282000001, 501720.8770000008 5265357.047, 501728.6749999996 5265352.391, 501809.92000000004 5265303.9, 501821.62899999914 5265297.602, 501853.27199999895 5265276.064000001, 501879.7549999999 5265254.213000001, 501909.64900000056 5265224.429999999, 501937.7849999997 5265190.64, 501955.2850000012 5265168.225, 501980.86199999985 5265141.269999999, 502004.85599999956 5265119.981, 502051.26400000113 5265085.864000001)), ((502668.6139999991 5265297.506999999, 502658.0369999986 5265292.247999999, 502645.372999999 5265284.167999999, 502632.4709999999 5265280.389, 502626.54600000056 5265276.743, 502619.55100000056 5265270.794000001, 502616.19500000065 5265268.927000001, 502609.8380000001 5265265.714, 502605.4269999991 5265263.516999999, 502597.9239999993 5265258.434999999, 502588.04399999976 5265251.293, 502585.11900000006 5265248.6110000005, 502574.13999999966 5265235.947999999, 502563.4210000007 5265228.26, 502560.3550000014 5265224.941, 502559.07000000007 5265223.223999999, 502557.78500000096 5265221.227, 502555.40300000063 5265214.942999999, 502552.941 5265206.572, 502550.1989999998 5265195.427000001, 502548.53099999996 5265178.694, 502547.4270000006 5265155.076, 502547.3470000002 5265151.017, 502546.7990000001 5265149.579000001, 502543.9119999986 5265146.147, 502539.2340000002 5265144.954, 502532.854000001 5265144.058000001, 502527.41499999934 5265143.466000001, 502522.9160000009 5265143.127, 502518.188000001 5265142.127000001, 502513.7139999989 5265141.634000001, 502510.0920000003 5265141.625999999, 502502.26600000006 5265142.778999999, 502493.2970000013 5265145.193999999, 502490.56599999894 5265146.393000001, 502485.57400000014 5265148.511, 502478.80500000087 5265152.374000001, 502473.00199999975 5265156.121, 502468.58200000075 5265158.505999999, 502465.8380000008 5265160.200999999, 502460.04599999974 5265161.429, 502455.1029999992 5265162.018999999, 502444.49199999997 5265162.486999999, 502424.9240000008 5265161.401000001, 502420.1969999997 5265162.232999999, 502413.0089999989 5265165.968999999, 502410.5839999998 5265167.879999999, 502408.7809999997 5265169.791000001, 502406.4589999998 5265174.337, 502403.87299999886 5265179.238999999, 502401.1249999993 5265189.18, 502399.09499999974 5265192.237, 502394.65000000014 5265194.277, 502389.00800000096 5265194.830000001, 502362.34400000016 5265189.615, 502354.77 5265188.948999999, 502348.58099999954 5265188.74, 502341.593 5265189.102, 502338.74699999974 5265189.271000001, 502336.4720000004 5265189.527999999, 502334.47700000054 5265189.032999999, 502333.2950000005 5265188.475, 502330.9299999996 5265186.924999999, 502327.07600000105 5265183.455, 502323.1070000001 5265178.876999999, 502319.29200000083 5265175.508999999, 502317.8420000002 5265174.415999999, 502315.43900000106 5265173.16, 502289.4699999993 5265189.9569999995, 502174.24499999953 5265293.548999999, 502067.3929999991 5265114.609000001, 502061.5000000008 5265103.506999999, 502021.743 5265132.511, 501995.628999999 5265155.521, 501971.524000001 5265180.550999999, 501938.5029999997 5265221.727, 501914.8960000002 5265248.474999999, 501897.6949999995 5265265.4690000005, 501872.17700000026 5265287.332000001, 501856.281000001 5265299.31, 501835.7110000006 5265313.049000001, 501741.3219999999 5265369.201, 501732.1030000008 5265374.720000001, 501995.55700000003 5265789.508999999, 502112.9590000004 5265725.086, 502309.3129999995 5265609.585, 502413.5170000009 5265554.084, 502530.2910000009 5265486.598, 502622.7390000004 5265437.829, 502719.30299999984 5265375.526, 502717.49600000016 5265372.78, 502716.13399999915 5265370.566999999, 502714.60500000126 5265366.152000001, 502711.5489999986 5265359.691, 502703.9139999994 5265348.729000001, 502700.0980000013 5265344.418999999, 502696.4210000007 5265339.447000001, 502694.0159999995 5265335.759000001, 502692.894 5265332.070000001, 502693.15600000124 5265327.259, 502696.04599999904 5265319.456, 502696.5490000006 5265313.778999999, 502696.3929999992 5265310.331, 502691.2910000009 5265304.393000001, 502668.6139999991 5265297.506999999)))",POINT (502160.42760000005 5265399.2784)
7908791,0,174 Fabers Road Riana TAS 7316 Australia,"MULTIPOLYGON (((417148.191999999 5435281.470000001, 417121.46999999986 5434874.5879999995, 416742.1900000009 5434916.719, 416764.9059999997 5435140.067, 416708.7100000001 5435146.471000001, 416762.19699999946 5435622.384, 416821.91200000065 5435548.729, 417135.2009999993 5435293.065, 417148.191999999 5435281.470000001)))",POINT (416920.7257000003 5435185.2039)
